game,effect,file,author,license,url,sound_id
checkers,jump,jump.mp3,Jerimee,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/535890/,535890
checkers,win,win.mp3,Jofae,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/387132/,387132
checkers,bg_music,bg_music.mp3,neopolitansixth,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/547015/,547015
coinflip,coin_flip,coin_flip.mp3,SpaceJoe,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/485725/,485725
coinflip,result,result.mp3,iwanPlays,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/438935/,438935
coinflip,win,win.mp3,mickleness,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/269198/,269198
coinflip,bg_music,bg_music.mp3,LightMister,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/691725/,691725
aviator,plane_takeoff,plane_takeoff.mp3,TheLittleCrow,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/774270/,774270
aviator,climb,climb.mp3,qubodup,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/146770/,146770
aviator,crash,crash.mp3,SamsterBirdies,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/587445/,587445
aviator,win,win.mp3,FunWithSound,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/456965/,456965
ludo,dice_roll,dice_roll.mp3,andresix,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/347806/,347806
ludo,pawn_move,pawn_move.mp3,el_boss,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/546119/,546119
ludo,capture,capture.mp3,RegoneFF,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/456988/,456988
ludo,win,win.mp3,Licorne_En_Fer,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/647709/,647709
ludo,bg_music,bg_music.mp3,edtijo,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/240376/,240376
ludo_v2,dice_roll,dice_roll.mp3,andresix,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/347806/,347806
ludo_v2,pawn_move,pawn_move.mp3,el_boss,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/546119/,546119
ludo_v2,win,win.mp3,FunWithSound,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/456965/,456965
ludo_v2,bg_music,bg_music.mp3,portwain,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/261112/,261112
cora_dice,dice_roll,dice_roll.mp3,bbrocer,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/398694/,398694
cora_dice,land,land.mp3,Nox_Sound,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/556648/,556648
cora_dice,win,win.mp3,1bob,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/717771/,717771
cora_dice,lose,lose.mp3,KevinVG207,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/331912/,331912
cora_dice,bg_music,bg_music.mp3,EEE3333E,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/846303/,846303
checkers,piece_move,piece_move.mp3,el_boss,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/546119/,546119
checkers,capture,capture.mp3,el_boss,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/546120/,546120
checkers,jump,jump.mp3,Jerimee,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/535890/,535890
checkers,win,win.mp3,Jofae,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/387132/,387132
checkers,bg_music,bg_music.mp3,neopolitansixth,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/547015/,547015
coinflip,coin_flip,coin_flip.mp3,SpaceJoe,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/485725/,485725
coinflip,result,result.mp3,iwanPlays,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/438935/,438935
coinflip,win,win.mp3,mickleness,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/269198/,269198
coinflip,bg_music,bg_music.mp3,LightMister,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/691725/,691725
aviator,plane_takeoff,plane_takeoff.mp3,TheLittleCrow,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/774270/,774270
aviator,climb,climb.mp3,qubodup,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/146770/,146770
aviator,crash,crash.mp3,SamsterBirdies,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/587445/,587445
aviator,win,win.mp3,FunWithSound,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/456965/,456965
aviator,bg_music,bg_music.mp3,Bertsz,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/672783/,672783
blackjack,card_flip,card_flip.mp3,memes_hodachy,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/554208/,554208
blackjack,chip_place,chip_place.mp3,Joma86,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/532860/,532860
blackjack,win,win.mp3,IENBA,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/656643/,656643
blackjack,lose,lose.mp3,_def,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/751863/,751863
blackjack,bg_music,bg_music.mp3,mhtaylor67,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/277444/,277444
roulette,spin_start,spin_start.mp3,jhka,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/139001/,139001
roulette,ball_rolling,ball_rolling.mp3,f_ilippo,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/59194/,59194
roulette,land,land.mp3,bmacphail,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/569532/,569532
roulette,win,win.mp3,jack126guy,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/361346/,361346
roulette,bg_music,bg_music.mp3,markystar,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/79088/,79088
apple_fortune,spin,spin.mp3,pooky1,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/398235/,398235
apple_fortune,land,land.mp3,Christopherderp,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/342200/,342200
apple_fortune,win,win.mp3,IENBA,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/656643/,656643
apple_fortune,lose,lose.mp3,KevinVG207,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/331912/,331912
apple_fortune,bg_music,bg_music.mp3,GameAudio,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/220196/,220196
mines,click,click.mp3,Christopherderp,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/342200/,342200
mines,explosion,explosion.mp3,qubodup,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/741173/,741173
mines,safe,safe.mp3,FunWithSound,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/456965/,456965
mines,win,win.mp3,colorsCrimsonTears,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/545697/,545697
mines,bg_music,bg_music.mp3,OverlookHotelRecords,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/271187/,271187
penalty,kick,kick.mp3,musita182,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/261267/,261267
penalty,save,save.mp3,trevornau22fv,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/94647/,94647
penalty,whistle,whistle.mp3,Rosa-Orenes256,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/538422/,538422
penalty,win,win.mp3,kyles,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/629884/,629884
penalty,bg_music,bg_music.mp3,SkibkaMusic,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/361139/,361139
slots_777,spin,spin.mp3,designerschoice,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/808160/,808160
slots_777,reel_stop,reel_stop.mp3,bmacphail,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/569532/,569532
slots_777,jackpot,jackpot.mp3,IENBA,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/656643/,656643
slots_777,win,win.mp3,KerDwyn,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/839951/,839951
slots_777,bg_music,bg_music.mp3,markystar,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/79088/,79088
solitaire,card_flip,card_flip.mp3,memes_hodachy,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/554208/,554208
solitaire,valid_move,valid_move.mp3,Breezy2000uk,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/578712/,578712
solitaire,complete,complete.mp3,qubodup,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/166540/,166540
solitaire,bg_music,bg_music.mp3,Seth_Makes_Sounds,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/679738/,679738
wheel,spin,spin.mp3,NearTheAtmoshphere,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/676985/,676985
wheel,land,land.mp3,RoofDog,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/79016/,79016
wheel,win,win.mp3,colorsCrimsonTears,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/545697/,545697
wheel,lose,lose.mp3,Breviceps,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/493163/,493163
wheel,bg_music,bg_music.mp3,Bertsz,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/671900/,671900
